Unnamed: 0,School Name,URL,City,State,svg_file_path
901,Washtenaw Community College,http://wccnet.edu,Ann Arbor,MI,logos/Washtenaw_Community_College/Washtenaw_Community_College.svg
902,Western Michigan University,http://wmich.edu,Kalamazoo,MI,logos/Western_Michigan_University/Western_Michigan_University.svg
903,Alexandria Technical & Community College,http://alextech.edu,Alexandria,MN,Fail
904,Anoka-Ramsey Community College,http://anokaramsey.edu,Cambridge,MN,logos/Anoka_Ramsey_Community_College/Anoka_Ramsey_Community_College.svg
905,Augsburg College,http://augsburg.edu,Minneapolis,MN,logos/Augsburg_College/Augsburg_College.svg
906,Bemidji State University,http://bemidjistate.edu,Bemidji,MN,logos/Bemidji_State_University/Bemidji_State_University.svg
907,Bethel University,http://bethel.edu,Saint Paul,MN,logos/Bethel_University/Bethel_University.svg
908,Carleton College,http://carleton.edu,Northfield,MN,logos/Carleton_College/Carleton_College.svg
909,Century College,http://century.edu,White Bear Lake,MN,logos/Century_College/Century_College.svg
910,Central Lakes College,http://clcmn.edu,Brainerd,MN,logos/Central_Lakes_College/Central_Lakes_College.svg
911,Concordia College,http://cord.edu,Moorhead,MN,logos/Concordia_College/Concordia_College.svg
912,Crown College,http://crown.edu,Saint Bonifacius,MN,logos/Crown_College/Crown_College.svg
913,"College of Saint Benedict, Saint John's University",http://csbsju.edu,Saint Joseph,MN,Fail
914,Concordia University Saint Paul,http://csp.edu,Saint Paul,MN,logos/Concordia_University_Saint_Paul/Concordia_University_Saint_Paul.svg
915,The College of Saint Scholastica,http://css.edu,Duluth,MN,Fail
916,Dakota County Technical College,http://dctc.edu,Rosemount,MN,Fail
917,Gustavus Adolphus College,http://gustavus.edu,Saint Peter,MN,Fail
918,Globe University,http://globeuniversity.edu,(multiple locations),MN,logos/Globe_University/Globe_University.svg
919,Hamline University,http://hamline.edu,Saint Paul,MN,logos/Hamline_University/Hamline_University.svg
920,Inver Hills Community College,http://inverhills.edu,Inver Grove Heights,MN,logos/Inver_Hills_Community_College/Inver_Hills_Community_College.svg
921,Institute of Production and Recording,http://ipr.edu,Minneapolis,MN,logos/Institute_of_Production_and_Recording/Institute_of_Production_and_Recording.svg
922,Leech Lake Tribal College,http://lltc.edu,Cass Lake,MN,logos/Leech_Lake_Tribal_College/Leech_Lake_Tribal_College.svg
923,Luther Seminary,http://luthersem.edu,Saint Paul,MN,logos/Luther_Seminary/Luther_Seminary.svg
924,Macalester College,http://macalester.edu,Saint Paul,MN,logos/Macalester_College/Macalester_College.svg
925,McNally Smith College of Music,http://mcnallysmith.edu,Saint Paul,MN,Fail
926,Mesabi Range College,http://mesabirange.edu,Eveleth,MN,logos/Mesabi_Range_College/Mesabi_Range_College.svg
927,Metropolitan State University,http://metrostate.edu,Saint Paul,MN,logos/Metropolitan_State_University/Metropolitan_State_University.svg
928,Minnesota State University Moorhead,http://mnstate.edu,Moorhead,MN,Fail
929,Minnesota State University Mankato,http://mnsu.edu,Mankato,MN,logos/Minnesota_State_University_Mankato/Minnesota_State_University_Mankato.svg
930,North Hennepin Community College,http://nhcc.edu,North Brooklyn Park,MN,logos/North_Hennepin_Community_College/North_Hennepin_Community_College.svg
931,Normandale Community College,http://normandale.edu,Bloomington,MN,logos/Normandale_Community_College/Normandale_Community_College.svg
932,Rasmussen College,http://rasmussen.edu,(multiple locations),MN,logos/Rasmussen_College/Rasmussen_College.svg
933,Ridgewater College,http://ridgewater.edu,Willmar,MN,logos/Ridgewater_College/Ridgewater_College.svg
934,Southwest Minnesota State University,http://smsu.edu,Marshall,MN,logos/Southwest_Minnesota_State_University/Southwest_Minnesota_State_University.svg
935,Saint Mary's University of Minnesota,http://smumn.edu,Winona,MN,logos/Saint_Mary_s_University_of_Minnesota/Saint_Mary_s_University_of_Minnesota.svg
936,South Central College,http://southcentral.edu,(multiple locations),MN,logos/South_Central_College/South_Central_College.svg
937,Saint Cloud State University,http://stcloudstate.edu,Saint Cloud,MN,logos/Saint_Cloud_State_University/Saint_Cloud_State_University.svg
938,Saint Olaf College,http://stolaf.edu,Northfield,MN,logos/Saint_Olaf_College/Saint_Olaf_College.svg
939,University of Saint Thomas,http://stthomas.edu,Saint Paul,MN,Fail
940,University of Minnesota,http://umn.edu,Minneapolis,MN,logos/University_of_Minnesota/University_of_Minnesota.svg
941,United Theological Seminary of the Twin Cities,http://unitedseminary.edu,New Brighton,MN,Fail
942,University of Northwestern Saint Paul,http://unwsp.edu,Saint Paul,MN,Fail
943,Walden University,http://waldenu.edu,Minneapolis,MN,logos/Walden_University/Walden_University.svg
944,Winona State Unviversity,http://winona.edu,Winona,MN,logos/Winona_State_Unviversity/Winona_State_Unviversity.svg
945,Assemblies of God Theological Seminary,http://agts.edu,Springfield,MO,logos/Assemblies_of_God_Theological_Seminary/Assemblies_of_God_Theological_Seminary.svg
946,Aquinas Institute of Theology,http://ai.edu,St. Louis,MO,Fail
947,A.T. Still University,http://atsu.edu,Kirksville,MO,logos/A_T_Still_University/A_T_Still_University.svg
948,Avila University,http://avila.edu,Kansas City,MO,logos/Avila_University/Avila_University.svg
949,Columbia College,http://ccis.edu,Columbia,MO,logos/Columbia_College/Columbia_College.svg
950,Central Methodist University,http://centralmethodist.edu,Fayette,MO,logos/Central_Methodist_University/Central_Methodist_University.svg
951,Crowder College,http://crowder.edu,Neosho,MO,logos/Crowder_College/Crowder_College.svg
952,Culver-Stockton College,http://culver.edu,Canton,MO,logos/Culver_Stockton_College/Culver_Stockton_College.svg
953,Drury University,http://drury.edu,Springfield,MO,logos/Drury_University/Drury_University.svg
954,Evangel University,http://evangel.edu,Springfield,MO,logos/Evangel_University/Evangel_University.svg
955,Fontbonne University,http://fontbonne.edu,Saint Louis,MO,logos/Fontbonne_University/Fontbonne_University.svg
956,Hannibal-LaGrange,http://hlg.edu,Hannibal,MO,logos/Hannibal_LaGrange/Hannibal_LaGrange.svg
957,Harris-Stowe State University,http://hssu.edu,Saint Louis,MO,logos/Harris_Stowe_State_University/Harris_Stowe_State_University.svg
958,Jefferson College,http://jeffco.edu,Hillsboro,MO,logos/Jefferson_College/Jefferson_College.svg
959,Kansas City University of Medicine and Biosciences,http://kcumb.edu,Kansas City,MO,logos/Kansas_City_University_of_Medicine_and_Biosciences/Kansas_City_University_of_Medicine_and_Biosciences.svg
960,Lincoln University,http://lincolne.edu,Jefferson City,MO,logos/Lincoln_University/Lincoln_University.svg
961,Lindenwood University,http://lindenwood.edu,Saint Charles,MO,logos/Lindenwood_University/Lindenwood_University.svg
962,Linn State Technical College,http://linnstate.edu,Linn,MO,Fail
963,Maryville University,http://maryville.edu,Saint Louis,MO,logos/Maryville_University/Maryville_University.svg
964,Metropolitan Community College,http://mcckc.edu,Kansas City,MO,logos/Metropolitan_Community_College/Metropolitan_Community_College.svg
965,Mineral Area College,http://mineralarea.edu,Park Hills,MO,logos/Mineral_Area_College/Mineral_Area_College.svg
966,Mizzou University of Missouri,http://missouri.edu,Columbia,MO,logos/Mizzou_University_of_Missouri/Mizzou_University_of_Missouri.svg
967,Missouri State University,http://missouristate.edu,Springfield,MO,logos/Missouri_State_University/Missouri_State_University.svg
968,Missouri Valley College,http://moval.edu,Marshall,MO,logos/Missouri_Valley_College/Missouri_Valley_College.svg
969,Missouri Southern State University,http://mssu.edu,Joplin,MO,logos/Missouri_Southern_State_University/Missouri_Southern_State_University.svg
970,Missouri University of Science and Technology,http://mst.edu,Rolla,MO,logos/Missouri_University_of_Science_and_Technology/Missouri_University_of_Science_and_Technology.svg
971,North Central Missouri College,http://ncmissouri.edu,Trenton,MO,Fail
972,Nazarene Theological Seminary,http://nts.edu,Kansas City,MO,logos/Nazarene_Theological_Seminary/Nazarene_Theological_Seminary.svg
973,Northwest Missouri State University,http://nwmissouri.edu,Maryville,MO,logos/Northwest_Missouri_State_University/Northwest_Missouri_State_University.svg
974,Ozarks Technical Community College,http://otc.edu,Springfield,MO,logos/Ozarks_Technical_Community_College/Ozarks_Technical_Community_College.svg
975,Park University,http://park.edu,Parkville,MO,logos/Park_University/Park_University.svg
976,Rockhurst University,http://rockhurst.edu,Kansas City,MO,logos/Rockhurst_University/Rockhurst_University.svg
977,Southwest Baptist University,http://sbuniv.edu,Bolivar,MO,logos/Southwest_Baptist_University/Southwest_Baptist_University.svg
978,South Central Career Center,http://scccwp.edu,West Plains,MO,logos/South_Central_Career_Center/South_Central_Career_Center.svg
979,Southeast Missouri State University,http://semo.edu,Cape Girardeau,MO,logos/Southeast_Missouri_State_University/Southeast_Missouri_State_University.svg
980,Saint Louis University,http://slu.edu,Saint Louis,MO,logos/Saint_Louis_University/Saint_Louis_University.svg
981,Saint Charles Community College,http://stchas.edu,Cottleville,MO,logos/Saint_Charles_Community_College/Saint_Charles_Community_College.svg
982,Saint Louis Community College,http://stlcc.edu,Saint Louis,MO,logos/Saint_Louis_Community_College/Saint_Louis_Community_College.svg
983,Truman State University,http://truman.edu,Kirksville,MO,logos/Truman_State_University/Truman_State_University.svg
984,University of Central Missouri,http://ucmo.edu,Warrensburg,MO,Fail
985,University of Missouri Kansas City,http://umkc.edu,Kansas City,MO,logos/University_of_Missouri_Kansas_City/University_of_Missouri_Kansas_City.svg
986,University of Missouri Saint Louis,http://umsl.edu,Saint Louis,MO,logos/University_of_Missouri_Saint_Louis/University_of_Missouri_Saint_Louis.svg
987,University of Missouri System,http://umsystem.edu,Columbia,MO,logos/University_of_Missouri_System/University_of_Missouri_System.svg
988,Webster University,http://webster.edu,Webster Groves,MO,logos/Webster_University/Webster_University.svg
989,"Westminster College, Missouri",http://westminster-mo.edu,Fulton,MO,Fail
990,Washington University in Saint Louis,http://wustl.edu,Saint Louis,MO,Fail
991,Alcorn State University,http://alcorn.edu,Lorman,MS,logos/Alcorn_State_University/Alcorn_State_University.svg
992,Belhaven University,http://belhaven.edu,Jackson,MS,logos/Belhaven_University/Belhaven_University.svg
993,Delta State University,http://deltastate.edu,Cleveland,MS,logos/Delta_State_University/Delta_State_University.svg
994,East Mississippi Community College,http://eastms.edu,Scooba,MS,logos/East_Mississippi_Community_College/East_Mississippi_Community_College.svg
995,Jackson State University,http://jsums.edu,Jackson,MS,logos/Jackson_State_University/Jackson_State_University.svg
996,Mississippi Gulf Coast Community College,http://mgccc.edu,Perkinston,MS,logos/Mississippi_Gulf_Coast_Community_College/Mississippi_Gulf_Coast_Community_College.svg
997,Mississippi State University,http://mssstate.edu,Mississippi State,MS,logos/Mississippi_State_University/Mississippi_State_University.svg
998,Northeast Mississippi Community College,http://nemcc.edu,Booneville,MS,Fail
999,The University of Mississippi,http://olemiss.edu,University,MS,logos/The_University_of_Mississippi/The_University_of_Mississippi.svg
1000,Pearl River Community College,http://prcc.edu,Hattiesburg,MS,Fail
1001,Reformed Theological Seminary,http://rts.edu,Jackson,MS,Fail
1002,University of Mississippi Medical Center,http://umc.edu,Jackson,MS,logos/University_of_Mississippi_Medical_Center/University_of_Mississippi_Medical_Center.svg
1003,University of Southern Mississippi,http://usm.edu,Hattiesburg,MS,logos/University_of_Southern_Mississippi/University_of_Southern_Mississippi.svg
1004,William Carey University,http://wmcarey.edu,Hattiesburg,MS,Fail
1005,Itawamba Community College,http://iccms.edu,Fulton,MS,logos/Itawamba_Community_College/Itawamba_Community_College.svg
1006,Blackfeet Community College,http://bfcc.edu,Browning,MT,Fail
1007,Carroll College,http://carroll.edu,Helena,MT,logos/Carroll_College/Carroll_College.svg
1008,Fort Peck Community College,http://fpcc.edu,Poplar,MT,Fail
1009,Flathead Valley Community College,http://fvcc.edu,Kalispell,MT,logos/Flathead_Valley_Community_College/Flathead_Valley_Community_College.svg
1010,Miles Community College,http://milescc.edu,Miles City,MT,logos/Miles_Community_College/Miles_Community_College.svg
1011,Montana State University,http://montana.edu,Bozeman,MT,logos/Montana_State_University/Montana_State_University.svg
1012,Montana State University Billings,http://msubillings.edu,Billings,MT,logos/Montana_State_University_Billings/Montana_State_University_Billings.svg
1013,Montana State University - Northern,http://msun.edu,Havre,MT,logos/Montana_State_University_Northern/Montana_State_University_Northern.svg
1014,Montana Tech of the University of Montana,http://mtech.edu,Butte,MT,logos/Montana_Tech_of_the_University_of_Montana/Montana_Tech_of_the_University_of_Montana.svg
1015,Montana University System,http://mus.edu,Helena,MT,logos/Montana_University_System/Montana_University_System.svg
1016,Rocky Mountain College,http://rocky.edu,Billings,MT,logos/Rocky_Mountain_College/Rocky_Mountain_College.svg
1017,University of Montana Helena College,http://umhelena.edu,Helena,MT,logos/University_of_Montana_Helena_College/University_of_Montana_Helena_College.svg
1018,University of Montana,http://umt.edu,Missoula,MT,logos/University_of_Montana/University_of_Montana.svg
1019,University of Montana Western,http://umwestern.edu,Dillon,MT,logos/University_of_Montana_Western/University_of_Montana_Western.svg
1020,Asheville-Buncombe Technical Community College,http://abtech.edu,Asheville,NC,Fail
1021,Alamance Community College,http://alamancecc.edu,Burlington,NC,logos/Alamance_Community_College/Alamance_Community_College.svg
1022,Appalachian State University,http://appstate.edu,Boone,NC,logos/Appalachian_State_University/Appalachian_State_University.svg
1023,Bladen Community College,http://bladencc.edu,Dublin,NC,Fail
1024,Body Therapy Institute,http://bti.edu,Siler City,NC,Fail
1025,Campbell University,http://campbell.edu,Buies Creek,NC,logos/Campbell_University/Campbell_University.svg
1026,Cape Fear Community College,http://cfcc.edu,Wilmington,NC,logos/Cape_Fear_Community_College/Cape_Fear_Community_College.svg
1027,Charlotte School of Law,http://charlottelaw.edu,Charlotte,NC,logos/Charlotte_School_of_Law/Charlotte_School_of_Law.svg
1028,Chowan University,http://chowan.edu,Murfreesboro,NC,logos/Chowan_University/Chowan_University.svg
1029,Central Piedmont Community College,http://cpcc.edu,Charlotte,NC,logos/Central_Piedmont_Community_College/Central_Piedmont_Community_College.svg
1030,Craven Community College,http://cravencc.edu,New Bern,NC,logos/Craven_Community_College/Craven_Community_College.svg
1031,Davidson College,http://davidson.edu,Davidson,NC,logos/Davidson_College/Davidson_College.svg
1032,Duke University,http://duke.edu,Durham,NC,logos/Duke_University/Duke_University.svg
1033,Durham Technical Community College,http://durhamtech.edu,Durham,NC,logos/Durham_Technical_Community_College/Durham_Technical_Community_College.svg
1034,Elizabeth City State University,http://ecsu.edu,Elizabeth City,NC,logos/Elizabeth_City_State_University/Elizabeth_City_State_University.svg
1035,East Carolina University,http://ecu.edu,Greenville,NC,logos/East_Carolina_University/East_Carolina_University.svg
1036,Elon University,http://elon.edu,Elon,NC,logos/Elon_University/Elon_University.svg
1037,Fayetteville Technical Community College,http://faytechcc.edu,Fayetteville,NC,logos/Fayetteville_Technical_Community_College/Fayetteville_Technical_Community_College.svg
1038,Forsyth Technical Community College,http://forsythtech.edu,Winston-Salem,NC,logos/Forsyth_Technical_Community_College/Forsyth_Technical_Community_College.svg
1039,Gardner-Webb University,http://gardner-webb.edu,Boiling Springs,NC,logos/Gardner_Webb_University/Gardner_Webb_University.svg
1040,Gaston College,http://gaston.edu,Dallas,NC,logos/Gaston_College/Gaston_College.svg
1041,Guilford Technical Community College,http://gtcc.edu,Jamestown,NC,logos/Guilford_Technical_Community_College/Guilford_Technical_Community_College.svg
1042,Heritage Bible College,http://heritagebiblecollege.edu,Dunn,NC,logos/Heritage_Bible_College/Heritage_Bible_College.svg
1043,High Point University,http://highpoint.edu,High Point,NC,logos/High_Point_University/High_Point_University.svg
1044,Isothermal Community College,http://isothermal.edu,Spindale,NC,logos/Isothermal_Community_College/Isothermal_Community_College.svg
1045,Lenoir Community College,http://lenoircc.edu,Kinston,NC,logos/Lenoir_Community_College/Lenoir_Community_College.svg
1046,Lees McRae College,http://lmc.edu,Banner Elk,NC,logos/Lees_McRae_College/Lees_McRae_College.svg
1047,Methodist University,http://methodist.edu,Fayetteville,NC,logos/Methodist_University/Methodist_University.svg
1048,The University of Mount Olive,http://umo.edu,Mount Olive,NC,logos/The_University_of_Mount_Olive/The_University_of_Mount_Olive.svg
1049,Montgomery Community College,http://montgomery.edu,Troy,NC,logos/Montgomery_Community_College/Montgomery_Community_College.svg
1050,North Carolina Central University,http://nccu.edu,Durham,NC,logos/North_Carolina_Central_University/North_Carolina_Central_University.svg
1051,North Carolina School of Science and Mathematics,http://ncssm.edu,Durham,NC,logos/North_Carolina_School_of_Science_and_Mathematics/North_Carolina_School_of_Science_and_Mathematics.svg
1052,North Carolina State University,http://ncsu.edu,Raleigh,NC,logos/North_Carolina_State_University/North_Carolina_State_University.svg
1053,North Carolina Wesleyan College,http://ncwc.edu,Rocky Mount,NC,logos/North_Carolina_Wesleyan_College/North_Carolina_Wesleyan_College.svg
1054,New Life Theological Seminary,http://nlts.edu,Charlotte,NC,Fail
1055,University of North Carolina,http://northcarolina.edu,Wilmington,NC,logos/University_of_North_Carolina/University_of_North_Carolina.svg
1056,Piedmont Community College,http://piedmontcc.edu,Roxboro,NC,logos/Piedmont_Community_College/Piedmont_Community_College.svg
1057,Pitt Community College,http://pittcc.edu,Greenville,NC,Fail
1058,Queens University of Charlotte,http://queens.edu,Charlotte,NC,logos/Queens_University_of_Charlotte/Queens_University_of_Charlotte.svg
1059,Randolph Community College,http://randolph.edu,Asheboro,NC,logos/Randolph_Community_College/Randolph_Community_College.svg
1060,Roanoke-Chowan Community College,http://roanokechowan.edu,Ahoskie,NC,Fail
1061,Salem College,http://salem.edu,Winston-Salem,NC,logos/Salem_College/Salem_College.svg
1062,Sampson Community College,http://sampsoncc.edu,Clinton,NC,logos/Sampson_Community_College/Sampson_Community_College.svg
1063,Sandhills Community College,http://sandhills.edu,Pinehurst,NC,logos/Sandhills_Community_College/Sandhills_Community_College.svg
1064,Saint Andrews University,http://sapc.edu,Laurinburg,NC,logos/Saint_Andrews_University/Saint_Andrews_University.svg
1065,Southeastern Community College,http://sccnc.edu,Whiteville,NC,logos/Southeastern_Community_College/Southeastern_Community_College.svg
1066,Southeastern Baptist Theological Seminary,http://sebts.edu,Wake Forest,NC,logos/Southeastern_Baptist_Theological_Seminary/Southeastern_Baptist_Theological_Seminary.svg
1067,Shaw University,http://shawu.edu,Raleigh,NC,logos/Shaw_University/Shaw_University.svg
1068,Southwestern Community College,http://southwesterncc.edu,Sylva,NC,logos/Southwestern_Community_College/Southwestern_Community_College.svg
1069,South Piedmont Community College,http://spcc.edu,(multiple locations),NC,logos/South_Piedmont_Community_College/South_Piedmont_Community_College.svg
1070,Stanly Community College,http://stanly.edu,(multiple locations),NC,logos/Stanly_Community_College/Stanly_Community_College.svg
1071,Saint Augustine's University,http://st-aug.edu,Raleigh,NC,Fail
1072,University of North Carolina at Chapel Hill,http://unc.edu,Chapel Hill,NC,logos/University_of_North_Carolina_at_Chapel_Hill/University_of_North_Carolina_at_Chapel_Hill.svg
1073,University of North Carolina Asheville,http://unca.edu,Asheville,NC,logos/University_of_North_Carolina_Asheville/University_of_North_Carolina_Asheville.svg
1074,University of North Carolina Charlotte,http://uncc.edu,Charlotte,NC,logos/University_of_North_Carolina_Charlotte/University_of_North_Carolina_Charlotte.svg
1075,University of North Carolina Greensboro,http://uncg.edu,Greensboro,NC,logos/University_of_North_Carolina_Greensboro/University_of_North_Carolina_Greensboro.svg
1076,University of North Carolina Pembroke,http://uncp.edu,Pembroke,NC,logos/University_of_North_Carolina_Pembroke/University_of_North_Carolina_Pembroke.svg
1077,University of North Carolina School of the Arts,http://uncsa.edu,Winston-Salem,NC,logos/University_of_North_Carolina_School_of_the_Arts/University_of_North_Carolina_School_of_the_Arts.svg
1078,University of North Carolina Wilmington,http://uncw.edu,Wilmington,NC,logos/University_of_North_Carolina_Wilmington/University_of_North_Carolina_Wilmington.svg
1079,Vance-Granville Community College,http://vgcc.edu,Henderson,NC,logos/Vance_Granville_Community_College/Vance_Granville_Community_College.svg
1080,Wake Technical Community College,http://waketech.edu,Raleigh,NC,Fail
1081,Warren Wilson College,http://warren-wilson.edu,Asheville,NC,logos/Warren_Wilson_College/Warren_Wilson_College.svg
1082,Western Carolina University,http://wcu.edu,Cullowhee,NC,logos/Western_Carolina_University/Western_Carolina_University.svg
1083,Wake Forest University,http://wfu.edu,Winston-Salem,NC,logos/Wake_Forest_University/Wake_Forest_University.svg
1084,Western Piedmont Community College,http://wpcc.edu,Morganton,NC,Fail
1085,Winston-Salem State University,http://wssu.edu,Winston-Salem,NC,logos/Winston_Salem_State_University/Winston_Salem_State_University.svg
1086,Dakota College at Bottineau,http://dakotacollege.edu,Bottineau,ND,logos/Dakota_College_at_Bottineau/Dakota_College_at_Bottineau.svg
1087,Mayville State University,http://mayvillestate.edu,Mayville,ND,logos/Mayville_State_University/Mayville_State_University.svg
1088,Minot State University,http://minotstateu.edu,Minot,ND,logos/Minot_State_University/Minot_State_University.svg
1089,North Dakota State University,http://ndsu.edu,Fargo,ND,logos/North_Dakota_State_University/North_Dakota_State_University.svg
1090,North Dakota University System,http://ndus.edu,Bismarck,ND,logos/North_Dakota_University_System/North_Dakota_University_System.svg
1091,Turtle Mountain Community College,http://tm.edu,Belcourt,ND,logos/Turtle_Mountain_Community_College/Turtle_Mountain_Community_College.svg
1092,University of North Dakota,http://und.edu,Grand Forks,ND,logos/University_of_North_Dakota/University_of_North_Dakota.svg
1093,United Tribes Technical College,http://utcc.edu,Bismarck,ND,logos/United_Tribes_Technical_College/United_Tribes_Technical_College.svg
1094,Valley City State University,http://vcsu.edu,Valley City,ND,Fail
1095,Williston State College,http://willistonstate.edu,Williston,ND,logos/Williston_State_College/Williston_State_College.svg
1096,Bellevue University,http://bellevue.edu,Bellevue,NE,logos/Bellevue_University/Bellevue_University.svg
1097,Bryan College of Health Sciences,http://bryanhealth.com,(multiple locations),NE,logos/Bryan_College_of_Health_Sciences/Bryan_College_of_Health_Sciences.svg
1098,Creighton University,http://creighton.edu,Omaha,NE,logos/Creighton_University/Creighton_University.svg
1099,Chadron State College,http://csc.edu,Chadron,NE,logos/Chadron_State_College/Chadron_State_College.svg
1100,Concordia University Nebraska,http://cune.edu,Seward,NE,logos/Concordia_University_Nebraska/Concordia_University_Nebraska.svg
1101,Joseph's College,http://josephscollege.edu,(multiple locations),NE,logos/Joseph_s_College/Joseph_s_College.svg
1102,Little Priest Tribal College,http://littlepriest.edu,Winnebago,NE,logos/Little_Priest_Tribal_College/Little_Priest_Tribal_College.svg
1103,Mid-Plains Community College,http://mpcc.edu,North Platte,NE,Fail
1104,University of Nebraska,http://nebraska.edu,Lincoln,NE,logos/University_of_Nebraska/University_of_Nebraska.svg
1105,Northeast Community College,http://northeast.edu,Norfolk,NE,logos/Northeast_Community_College/Northeast_Community_College.svg
1106,Union College,http://ucollege.edu,Lincoln,NE,logos/Union_College/Union_College.svg
1107,University of Nebraska at Kearney,http://unk.edu,Kearney,NE,logos/University_of_Nebraska_at_Kearney/University_of_Nebraska_at_Kearney.svg
1108,University of Nebraska at Lincoln,http://unl.edu,Lincoln,NE,logos/University_of_Nebraska_at_Lincoln/University_of_Nebraska_at_Lincoln.svg
1109,University of Nebraska Medical Center,http://unmc.edu,Omaha,NE,logos/University_of_Nebraska_Medical_Center/University_of_Nebraska_Medical_Center.svg
1110,University of Nebraska Omaha,http://unomaha.edu,Omaha,NE,logos/University_of_Nebraska_Omaha/University_of_Nebraska_Omaha.svg
1111,Wayne State College,http://wsc.edu,Wayne,NE,logos/Wayne_State_College/Wayne_State_College.svg
1112,Saint Anselm College,http://anselm.edu,Manchester,NH,logos/Saint_Anselm_College/Saint_Anselm_College.svg
1113,Antioch University New England,http://antiochne.edu,Keene,NH,logos/Antioch_University_New_England/Antioch_University_New_England.svg
1114,Community College System of New Hampshire,http://ccsnh.edu,(multiple locations),NH,Fail
1115,Colby Sawyer College,http://colby-sawyer.edu,New London,NH,logos/Colby_Sawyer_College/Colby_Sawyer_College.svg
1116,Dartmouth College,http://dartmouth.edu,Hanover,NH,logos/Dartmouth_College/Dartmouth_College.svg
1117,Phillips Exeter Academy,http://exeter.edu,Exeter,NH,logos/Phillips_Exeter_Academy/Phillips_Exeter_Academy.svg
1118,Granite State College,http://granite.edu,Concord,NH,logos/Granite_State_College/Granite_State_College.svg
1119,Keene State College,http://keene.edu,Keene,NH,logos/Keene_State_College/Keene_State_College.svg
1120,Manchester Community College,http://mccnh.edu,Manchester,NH,logos/Manchester_Community_College/Manchester_Community_College.svg
1121,Mount Washington College,http://mountwashington.edu,(multiple locations),NH,logos/Mount_Washington_College/Mount_Washington_College.svg
1122,Nashua Community College,http://nashuacc.edu,Nashua,NH,logos/Nashua_Community_College/Nashua_Community_College.svg
1123,New England College,http://nec.edu,Henniker,NH,logos/New_England_College/New_England_College.svg
1124,NHTI Concord's Community College,http://nhti.edu,Concord,NH,logos/NHTI_Concord_s_Community_College/NHTI_Concord_s_Community_College.svg
1125,Plymouth State University,http://plymouth.edu,Plymouth,NH,logos/Plymouth_State_University/Plymouth_State_University.svg
1126,Rivier University,http://rivier.edu,Nashua,NH,logos/Rivier_University/Rivier_University.svg
1127,Southern New Hampshire University,http://snhu.edu,Manchester,NH,logos/Southern_New_Hampshire_University/Southern_New_Hampshire_University.svg
1128,University of New Hampshire,http://unh.edu,Durham,NH,logos/University_of_New_Hampshire/University_of_New_Hampshire.svg
1129,White Mountains Community College,http://wmcc.edu,Berlin,NH,Fail
1130,Atlantic Cape Community College,http://atlantic.edu,(multiple locations),NJ,logos/Atlantic_Cape_Community_College/Atlantic_Cape_Community_College.svg
1131,Burlington County College,http://bcc.edu,Pemberton,NJ,logos/Burlington_County_College/Burlington_County_College.svg
1132,Bergen Community College,http://bergen.edu,Paramus,NJ,logos/Bergen_Community_College/Bergen_Community_College.svg
1133,Brookdale Community College,http://brookdalecc.edu,Lincroft,NJ,logos/Brookdale_Community_College/Brookdale_Community_College.svg
1134,Centenary College of New Jersey,http://centenarycollege.edu,Hackettstown,NJ,logos/Centenary_College_of_New_Jersey/Centenary_College_of_New_Jersey.svg
1135,Drew University,http://drew.edu,Madison,NJ,logos/Drew_University/Drew_University.svg
1136,Eastwick College,http://eastwickcollege.edu,Ramsey,NJ,logos/Eastwick_College/Eastwick_College.svg
1137,Fairleigh Dickinson University,http://fdu.edu,Hackensack,NJ,logos/Fairleigh_Dickinson_University/Fairleigh_Dickinson_University.svg
1138,Felician College,http://felician.edu,Lodi,NJ,logos/Felician_College/Felician_College.svg
1139,Fortis Institute,http://fortis.edu,Lawrence Township,NJ,logos/Fortis_Institute/Fortis_Institute.svg
1140,Georgian Court University,http://georgian.edu,Lakewood,NJ,logos/Georgian_Court_University/Georgian_Court_University.svg
1141,Kean University,http://kean.edu,Union,NJ,logos/Kean_University/Kean_University.svg
1142,Mercer County Community College,http://mccc.edu,West Windsor,NJ,logos/Mercer_County_Community_College/Mercer_County_Community_College.svg
1143,Middlesex County College,http://middlesexcc.edu,Edison,NJ,logos/Middlesex_County_College/Middlesex_County_College.svg
1144,Monmouth University,http://monmouth.edu,West Long Branch,NJ,logos/Monmouth_University/Monmouth_University.svg
1145,Montclair State University,http://montclair.edu,Montclair,NJ,logos/Montclair_State_University/Montclair_State_University.svg
1146,New Jersey City University,http://njcu.edu,Jersey City,NJ,logos/New_Jersey_City_University/New_Jersey_City_University.svg
1147,New Jersey Institute of Technology,http://njit.edu,Newark,NJ,logos/New_Jersey_Institute_of_Technology/New_Jersey_Institute_of_Technology.svg
1148,Ocean County College,http://ocean.edu,Toms River,NJ,logos/Ocean_County_College/Ocean_County_College.svg
1149,Princeton University,http://princeton.edu,Princeton,NJ,logos/Princeton_University/Princeton_University.svg
1150,Princeton Theological Seminary,http://ptsem.edu,Princeton,NJ,logos/Princeton_Theological_Seminary/Princeton_Theological_Seminary.svg
1151,Ramapo College of New Jersey,http://ramapo.edu,Mahwah,NJ,logos/Ramapo_College_of_New_Jersey/Ramapo_College_of_New_Jersey.svg
