,School Name,URL,City,State
473,Middle Georgia State College,http://mga.edu,Macon,GA
474,Morehouse College,http://morehouse.edu,Atlanta,GA
475,Morehouse School of Medicine,http://msm.edu,Atlanta,GA
476,North Georgia Technical College,http://northgatech.edu,(multiple locations),GA
477,Oglethorpe University,http://oglethorpe.edu,Atlanta,GA
478,Okefenokee Technical College,http://okefenokeetech.edu,Waycross,GA
479,Paine College,http://paine.edu,Augusta,GA
480,Pfeiffer University,http://pfeiffer.edu,Decatur,GA
481,Piedmont College,http://piedmont.edu,Demorest,GA
482,Reinhardt University,http://reinhardt.edu,Waleska,GA
483,Savannah State University,http://savannahstate.edu,Savannah,GA
484,Savannah College of Art and Design,http://scad.edu,Savannah,GA
485,Shorter University,http://shorter.edu,(multiple locations),GA
486,Southeastern Technical College,http://southeasterntech.edu,Vidalia,GA
487,Spelman College,http://spelman.edu,Atlanta,GA
488,Southern Polytechnic State University,http://spsu.edu,Marietta,GA
489,Thomas University,http://thomasu.edu,Thomasville,GA
490,University of Georgia,http://uga.edu,Athens,GA
491,University of North Georgia,http://ung.edu,Dahlonega,GA
492,University System of Georgia,http://usg.edu,Atlanta,GA
493,Valdosta State University,http://valdosta.edu,Valdosta,GA
494,University of West Georgia,http://westga.edu,Carrollton,GA
495,Wiregrass Georgia Technical College,http://wiregrass.edu,Valdosta,GA
496,Brigham Young University Hawaii,http://byuh.edu,Laie,HI
497,Chaminade University,http://chaminade.edu,Honolulu,HI
498,University of Hawaii at Manoa,http://hawaii.edu,Honolulu,HI
499,Mid-Pacific Institute,http://midpac.edu,Honolulu,HI
500,AIB College of Business,http://aib.edu,Des Moines,IA
501,Central College,http://central.edu,Pella,IA
502,Coe College,http://coe.edu,Cedar Rapids,IA
503,Cornell College,http://cornellcollege.edu,Mount Vernon,IA
504,Des Moines Area Community College,http://dmacc.edu,Boone,IA
505,Dordt College,http://dordt.edu,Sioux Center,IA
506,Drake University,http://drake.edu,Des Moines,IA
507,Divine Word College,http://dwci.edu,Epworth,IA
508,Eastern Iowa Community Colleges,http://eicc.edu,Davenport,IA
509,Grinnell College,http://grinnell.edu,Grinnell,IA
510,Hawkeye Community College,http://hawkeyecollege.edu,Waterloo,IA
511,Iowa State University,http://iastate.edu,Ames,IA
512,Iowa Central Community College,http://iowacentral.edu,Fort Dodge,IA
513,Iowa Wesleyan College,http://iwc.edu,Mount Pleasant,IA
514,Iowa Western Community College,http://iwcc.edu,Council Bluffs,IA
515,Kaplan University,http://kaplanuniversity.edu,(multiple locations),IA
516,Kirkwood Community College,http://kirkwood.edu,Cedar Rapids,IA
517,La' James College,http://lajames.edu,Mason City,IA
518,Loras College,http://loras.edu,Dubuque,IA
519,Luther College,http://luther.edu,Decorah,IA
520,Maharishi University of Management,http://mum.edu,Fairfield,IA
521,Northeast Iowa Community College,http://nicc.edu,Calmar,IA
522,Palmer College of Chiropractic,http://palmer.edu,Davenport,IA
523,Saint Ambrose University,http://sau.edu,Davenport,IA
524,Simpson College,http://simpson.edu,Indianola,IA
525,Southwestern Community College,http://swcciowa.edu,(multiple locations),IA
526,Univeristy of Iowa,http://uiowa.edu,Iowa City,IA
527,Upper Iowa University,http://uiu.edu,Fayette,IA
528,University of Northern Iowa,http://uni.edu,Cedar Falls,IA
529,Wartburg College,http://wartburg.edu,Waverly,IA
530,Waldorf College,http://waldorf.edu,Forest City,IA
531,Boise State University,http://boisestate.edu,Boise,ID
532,Brigham Young University Idaho,http://byui.edu,Rexburg,ID
533,The College of Idaho,http://collegeofidaho.edu,Caldwell,ID
534,College of Southern Idaho,http://csi.edu,Twin Falls,ID
535,Idaho State University,http://isu.edu,Pocatello,ID
536,University of Idaho,http://uidaho.edu,Moscow,ID
537,Augustana College,http://augustana.edu,Rock Island,IL
538,Aurora University,http://aurora.edu,Aurora,IL
539,Benedictine University,http://ben.edu,Lisle,IL
540,Bradley University,http://bradley.edu,Peoria,IL
541,City Colleges of Chicago,http://ccc.edu,Chicago,IL
542,The University of Chicago Booth School of Business,http://chicagobooth.edu,Chicago,IL
543,College of Lake County,http://clcillinois.edu,Grayslake,IL
544,College of DuPage,http://cod.edu,Glen Ellyn,IL
545,Columbia College Chicago,http://colum.edu,Chicago,IL
546,Danville Area Community College,http://dacc.edu,Danville,IL
547,DePaul University,http://depaul.edu,Chicago,IL
548,Dominican University,http://dom.edu,River Forest,IL
549,Eastern Illinois University,http://eiu.edu,Charleston,IL
550,Elmhurst College,http://elmhurst.edu,Elmhurst,IL
551,Governors State,http://govst.edu,University Park,IL
552,Greenville College,http://greenville.edu,Greenville,IL
553,The Hadley School for the Blind,http://hadley.edu,Winnetka,IL
554,Harper College,http://harpercollege.edu,Palatine,IL
555,Heartland Community College,http://heartland.edu,Normal,IL
556,Illinois Central College,http://icc.edu,East Peoria,IL
557,Illinois College of Optometry,http://ico.edu,Chicago,IL
558,Illinois Institute of Technology,http://iit.edu,Chicago,IL
559,University of Illinois at Urbana-Champaign,http://illinois.edu,Champaign,IL
560,Illinois State University,http://illinoisstate.edu,Normal,IL
561,Illinois Mathematics and Science Academy,http://imsa.edu,Aurora,IL
562,Illinois Valley Community College,http://ivcc.edu,Oglesby,IL
563,Illinois Wesleyan University,http://iwu.edu,Bloomington,IL
564,John A. Logan College,http://jalc.edu,Carterville,IL
565,Joliet Junior College,http://jjc.edu,Joliet,IL
566,The John Marshall Law School,http://jmls.edu,Chicago,IL
567,Judson University,http://judsonu.edu,Elgin,IL
568,Kaskaskia College,http://kaskaskia.edu,Centralia,IL
569,Kankakee Community College,http://kcc.edu,Kankakee,IL
570,IIT Chicago-Kent College of Law,http://iit.edu,Chicago,IL
571,Kishwaukee College,http://kishwaukeecollege.edu,Malta,IL
572,Knox College,http://knox.edu,Galesburg,IL
573,Lake Forest College,http://lakeforest.edu,Lake Forest,IL
574,Lakeview College of Nursing,http://lakeviewcol.edu,Danville,IL
575,Lewis and Clark Community College,http://lc.edu,Godfrey,IL
576,Lewis University,http://lewisu.edu,Romeoville,IL
577,Lincoln Land Community College,http://llcc.edu,Springfield,IL
578,Loyola University Chicago,http://luc.edu,Chicago,IL
579,Midwestern Career College,http://mccollege.edu,Chicago,IL
580,McHenry County College,http://mchenry.edu,Crystal Lake,IL
581,McKendree University,http://mckendree.edu,Lebanon,IL
582,Midwestern University,http://midwestern.edu,(multiple locations),IL
583,Monmouth College,http://monmouthcollege.edu,Monmouth,IL
584,Moraine Valley Community College,http://morainevalley.edu,Palos Hills,IL
585,Morton College,http://morton.edu,Cicero,IL
586,Northeastern Illinois University,http://neiu.edu,Chicago,IL
587,Northern Illinois University,http://niu.edu,DeKalb,IL
588,National Louis University,http://nl.edu,Chicago,IL
589,North Park University,http://northpark.edu,Chicago,IL
590,Northwestern University,http://northwestern.edu,Evanston,IL
591,Oakton Community College,http://oakton.edu,Des Plaines,IL
592,Olivet Nazarene University,http://olivet.edu,Bourbonnais,IL
593,Chicago ORT Technical Institute,http://ortchicagotech.edu,Skokie,IL
594,Parkland College,http://parkland.edu,Champaign,IL
595,Prairie State College,http://prairiestate.edu,Chicago Heights,IL
596,Principia College,http://principiacollege.edu,Elsah,IL
597,Resurrection University,http://resu.edu,Chicago,IL
598,Robert Morris University Illinois,http://robertmorris.edu,Chicago,IL
599,Rockford University,http://rockford.edu,Rockford,IL
600,Rock Valley College,http://rockvalleycollege.edu,Rockford,IL
601,Roosevelt University,http://roosevelt.edu,Chicago,IL
602,Rosalind Franklin University,http://rosalindfranklin.edu,North Chicago,IL
603,Saint Anthony College of Nursing,http://sacn.edu,Rockford,IL
604,School of the Art Institute of Chicago,http://saic.edu,Chicago,IL
605,Saint Francis Medical Center College of Nursing,http://sfmccon.edu,Peoria,IL
606,Shawnee Community College,http://shawneecc.edu,Ullin,IL
607,Southeastern Illinois College,http://sic.edu,Harrisburg,IL
608,Southern Illinois University,http://siu.edu,Carbondale,IL
609,Southern Illinois University Edwardsville,http://siue.edu,Edwardsville,IL
610,Spoon River College,http://src.edu,Canton,IL
611,South Suburban College,http://ssc.edu,South Holland,IL
612,University of Saint Francis,http://stfrancis.edu,Joliet,IL
613,Southwestern Illinois College,http://swic.edu,(multiple locations),IL
614,Saint Xavier University,http://scu.edu,Chicago,IL
615,Trinity Christian College,http://trnty.edu,Palos Heights,IL
616,University of Chicago,http://uchicago.edu,Chicago,IL
617,University of Illinois at Chicago,http://uic.edu,Chicago,IL
618,University of Illinois,http://uillinois.edu,(multiple locations),IL
619,University of Illinois Springfield,http://uis.edu,Springfield,IL
620,University of Illinois at Urbana-Champaign,http://illinois.edu,Champaign,IL
621,Waubonsee Community College,http://waubonsee.edu,(multiple locations),IL
622,Wheaton College,http://wheaton.edu,Wheaton,IL
623,Western Illinois University,http://wiu.edu,Macomb,IL
624,Saint John's College,http://stjohnscollegespringfield.edu,Springfield,Ill
625,Anabaptist Mennonite Biblical Seminary,http://ambs.edu,Elkhart,IN
626,Anderson University,http://anderson.edu,Anderson,IN
627,Bethel College Indiana,http://bethelcollege.edu,Mishawaka,IN
628,Brown Mackie College,http://brownmackie.edu,(multiple locations),IN
629,Ball State University,http://bsu.edu,Muncie,IN
630,Butler University,http://butler.edu,Indianapolis,IN
631,DePauw University,http://depauw.edu,Greencastle,IN
632,Earlham College,http://earlham.edu,Richmond,IN
633,University of Evansville,http://evansville.edu,Evansville,IN
634,Goshen College,http://goshen.edu,Goshen,IN
635,Grace College and Seminary,http://grace.edu,Winona Lake,IN
636,Hanover College,http://hanover.edu,Hanover,IN
637,Harrison College,http://harrison.edu,Indianapolis,IN
638,Holy Cross College,http://hcc-nd.edu,Notre Dame,IN
639,Indiana University,http://indiana.edu,(multiple locations),IN
640,Indiana State University,http://indstate.edu,Terre Haute,IN
641,Indiana Wesleyan University,http://indwes.edu,Marion,IN
642,Indiana University - Purdue University Fort Wayne,http://ipfw.edu,Fort Wayne,IN
643,Indiana University,http://iu.edu,(multiple locations),IN
644,Indiana University Bloomington,http://iub.edu,Bloomington,IN
645,Indiana University East,http://iue.edu,Richmond,IN
646,Indiana University Northwest,http://iun.edu,Gary,IN
647,Indiana University - Purdue University Indianapolis,http://iupui.edu,Indianapolis,IN
648,Indiana University Southeast,http://ius.edu,New Albany,IN
649,Indiana University South Bend,http://iusb.edu,South Bend,IN
650,Ivy Tech Community College,http://ivytech.edu,Carmel,IN
651,Manchester University,http://manchester.edu,North Manchester,IN
652,Marian University Indianapolis,http://marian.edu,Indianapolis,IN
653,University of Notre Dame,http://nd.edu,Notre Dame,IN
654,Oakland City University,http://oak.edu,Oakland City,IN
655,Purdue University North Central,http://pnc.edu,Westville,IN
656,Purdue University,http://purdue.edu,West Lafayette,IN
657,Purdue University Calumet,http://purduecal.edu,Hammond,IN
658,Rose-Hulman Institute of Technology,http://rose-hulman.edu,Terre Haute,IN
659,Saint Mary's College,http://saintmarys.edu,Notre Dame,IN
660,Trine University,http://trine.edu,Angola,IN
661,University of Indianapolis,http://uindy.edu,Indianapolis,IN
662,University of Southern Indiana,http://usi.edu,Evansville,IN
663,Valparaiso University,http://valpo.edu,Valparaiso,IN
664,Wabash College,http://wabash.edu,Crawfordsville,IN
665,Benedictine College,http://benedictine.edu,Atchison,KS
666,Butler Community College,http://butlercc.edu,El Dorado,KS
667,Emporia State University,http://emporia.edu,Emporia,KS
668,Fort Hays State University,http://fhsu.edu,Hays,KS
669,Flint Hills Technical College,http://fhtc.edu,Emporia,KS
670,Fort Scott Community College,http://fortscott.edu,Horton Fort Scott,KS
671,Garden City Community College,http://gcccks.edu,Garden City,KS
672,Hesston College,http://hesston.edu,Hesston,KS
673,Highland Community College,http://highlandcc.edu,Highland,KS
674,Johnson County Community College,http://jccc.edu,Overland Park,KS
675,Kansas City Kansas Community College,http://kckcc.edu,Kansas City,KS
676,Kansas State University,http://k-state.edu,Manhattan,KS
677,The University of Kansas,http://ku.edu,Lawrence,KS
678,McPherson College,http://mcpherson.edu,McPherson,KS
679,Neosho County Community College,http://neosho.edu,Chanute,KS
680,Newman University,http://newmanu.edu,Wichita,KS
681,Pittsburg State University,http://pittstate.edu,Pittsburg,KS
682,Saint Paul School of Theology and Ministry,http://spst.edu,Overland Park,KS
683,Sterling College,http://sterling.edu,Sterling,KS
684,University of Saint Mary,http://stmary.edu,Leavenworth,KS
685,Washburn University,http://washburn.edu,Topeka,KS
686,Washburn University School of Law,http://washburnlaw.edu,Topeka,KS
687,Wichita State University,http://wichita.edu,Wichita,KS
688,Asbury University,http://asbury.edu,Wilmore,KY
689,Bellarmine University,http://bellarmine.edu,Louisville,KY
690,Berea College,http://berea.edu,Berea,KY
691,Centre College,http://centre.edu,Danville,KY
692,Eastern Kentucky University,http://eku.edu,Richmond,KY
693,Frontier Nursing University,http://frontier.edu,Hyden,KY
694,Georgetown College,http://georgetowncollege.edu,Georgetown,KY
695,Kentucky Community and Technical College System,http://kctcs.edu,Versailles,KY
696,Kentucky Christian University,http://kcu.edu,Grayson,KY
697,Kentucky State University,http://kysu.edu,Frankfort,KY
698,Lindsey Wilson College,http://lindsey.edu,Columbia,KY
699,The University of Louisville,http://louisville.edu,Louisville,KY
700,Midway College,http://midway.edu,Midwar,KY
701,Morehead State University,http://moreheadstate.edu,Morehead,KY
702,Murray State University,http://murraystate.edu,Murray,KY
703,Northern Kentucky University,http://nku.edu,Highland Heights,KY
704,The Southern Baptist Theological Seminary,http://sbts.edu,Louisville,KY
705,Saint Catharine College,http://sccky.edu,Saint Catharine,KY
706,Sullivan University,http://sullivan.edu,Louisville,KY
707,University of the Cumberlands,http://ucumberlands.edu,Williamsburg,KY
708,Western Kentucky University,http://wku.edu,Bowling Green,KY
709,Bossier Parish Community College,http://bpcc.edu,Bossier City,LA
710,Centenary College of Louisiana,http://centenary.edu,Shreveport,LA
711,Louisiana Tech University,http://latech.edu,Ruston,LA
712,Louisiana Culinary Institute,http://lci.edu,Baton Rouge,LA
713,University of Louisiana Lafayette,http://louisiana.edu,Lafayette,LA
714,Loyola University New Orleans,http://loyno.edu,New Orleans,LA
715,Louisiana State University,http://lsu.edu,Baton Rouge,LA
716,Louisiana State University - Eunice,http://lsue.edu,Eunice,LA
717,LSU Health Sciences Center - New Orleans,http://lsuhsc.edu,New Orleans,LA
718,LSU Health Sciences Center - New Orleans,http://lsuhscshreveport.edu,Shreveport,LA
719,Louisiana State University System,http://lsusystem.edu,Baton Rouge,LA
720,Nicholls State University,http://nicholls.edu,Thibodaux,LA
721,New Orleans Baptist Theological Seminary,http://nobts.edu,New Orleans,LA
722,Nunez Community College,http://nunez.edu,Chalmette,LA
723,Southeastern Louisiana University,http://southeastern.edu,Hammond,LA
724,Southern University,http://subr.edu,Baton Rouge,LA
725,Tulane University,http://tulane.edu,New Orleans,LA
726,University of Louisiana at Monroe,http://ulm.edu,Monroe,LA
727,University of New Orleans,http://uno.edu,New Orleans,LA
728,Xavier University of Louisiana,http://xula.edu,New Orleans,LA
729,Amherst College,http://amherst.edu,Amherst,MA
730,Assumption College,http://assumption.edu,Worcester,MA
731,Babson College,http://babson.edu,Babson Park,MA
732,Boston College,http://bc.edu,Chestnut Hill,MA
733,Bentley University,http://bentley.edu,Waltham,MA
734,Berklee College of Music,http://berklee.edu,Boston,MA
735,Berkshire Community College,http://berkshirecc.edu,Pittsfield,MA
736,The Boston Conservatory,http://bostonconservatory.edu,Boston,MA
737,Brandeis University,http://brandeis.edu,Waltham,MA
738,Bridgewater State University,http://bridgew.edu,Bridgewater,MA
739,Boston University,http://bu.edu,Boston,MA
740,Cambridge College,http://cambridgecollege.edu,Cambridge,MA
741,Clark University,http://clarku.edu,Worcester,MA
742,Curry College,http://curry.edu,Milton,MA
743,Elms College,http://elms.edu,Chicopee,MA
744,Emerson College,http://emerson.edu,Boston,MA
745,Emmanuel College,http://emmanuel.edu,Boston,MA
746,Endicott College,http://endicott.edu,Beverly,MA
747,Fitchburg State University,http://fitchburgstate.edu,Fitchburg,MA
748,Framingham State University,http://framingham.edu,Framingham,MA
749,Gordon Conwell Theological Seminary,http://gordonconwell.edu,South Hamilton,MA
750,Gordon College,http://gordon.edu,Wenham,MA
751,Hampshire College,http://hampshire.edu,Amherst,MA
752,Harvard University,http://harvard.edu,Cambridge,MA
753,Harvard Business School,http://hbs.edu,Boston,MA
754,College of the Holy Cross,http://holycross.edu,Worcester,MA
755,Lesley University,http://lesley.edu,Cambridge,MA
756,Massachusetts Maritime Academy,http://maritime.edu,Buzzards Bay,MA
757,Massachusetts Department of Higher Education,http://mass.edu,Boston,MA
758,Massachusetts College of Art and Design,http://massart.edu,Boston,MA
759,MassBay Community College,http://massbay.edu,Wellesley,MA
760,Marine Biological Laboratory,http://mbl.edu,Woods Hole,MA
761,Merrimack Education Center,http://mec.edu,Chelmsford,MA
762,Merrimack College,http://merrimack.edu,North Andover,MA
763,MGH Institute of Health Professions,http://mghihp.edu,Boston,MA
764,Milton Academy,http://milton.edu,Milton,MA
765,Massachusetts Institute of Technology,http://mit.edu,Cambridge,MA
766,Montserrat College of Art,http://montserrat.edu,Beverly,MA
767,Mount Ida College,http://mountida.edu,Newton,MA
768,Mount Holyoke College,http://mtholyoke.edu,South Hadley,MA
769,Middlesex Community College,http://mxcc.edu,Lowell,MA
770,Middlesex School,http://mxschool.edu,Lowell,MA
771,North Bennet Street School,http://nbss.edu,Boston,MA
772,New England Law - Boston,http://nesl.edu,Boston,MA
773,Northeastern University,http://northeastern.edu,Boston,MA
774,Olin College of Engineering,http://olin.edu,Needham,MA
775,Salem State University,http://salemstate.edu,Salem,MA
776,Simmons College,http://simmons.edu,Boston,MA
777,Smith College,http://smith.edu,Northampton,MA
778,Spa Tech Institute,http://spatech.edu,Ipswich,MA
779,Springfield College,http://springfieldcollege.edu,Springfield,MA
780,Springfield Technical Community College,http://stcc.edu,Springfield,MA
781,Suffolk University,http://suffolk.edu,Boston,MA
782,Boston Architectural College,http://the-bac.edu,Boston,MA
783,Tufts University,http://tufts.edu,Medford,MA
784,University of Massachusetts Amherst,http://umass.edu,Amherst,MA
785,University of Massachusetts Dartmouth,http://umassd.edu,Dartmouth,MA
786,University of Massachusetts Medical School,http://umassmed.edu,Worcester,MA
787,University of Massachusetts,http://umassp.edu,Amherst,MA
788,University of Massachusetts Boston,http://umb.edu,Boston,MA
789,University of Massachusetts Lowell,http://uml.edu,Lowell,MA
790,Wellesley College,http://wellesley.edu,Wellesley,MA
791,"Wheaton College, Norton",http://wheatoncollege.edu,Norton,MA
792,Wheelock College,http://wheelock.edu,Boston,MA
793,Williams College,http://williams.edu,Williamstown,MA
794,Western New England University,http://wne.edu,Springfield,MA
795,Worcester State University,http://worcester.edu,Worcester,MA
796,Worcester Polytechnic Institute,http://wpi.edu,Worcester,MA
797,Anne Arundel Community College,http://aacc.edu,Arnold,MD
798,Baltimore City Community College,http://bccc.edu,Baltimore,MD
799,Bowie State University,http://bowiestate.edu,Bowie,MD
800,Carroll Community College,http://carrollcc.edu,Westminster,MD
801,The Community College of Baltimore County,http://ccbcmd.edu,(multiple locations),MD
802,Chesapeake College,http://chesapeake.edu,Wye Mills,MD
803,Coppin State University,http://coppin.edu,Baltimore,MD
804,College of Southern Maryland,http://csmd.edu,La Plata,MD
805,Frederick Community College,http://frederick.edu,Frederick,MD
806,Frostburg State University,http://frostburg.edu,Frostburg,MD
807,Garrett College,http://garrettcollege.edu,McHenry,MD
808,Goucher College,http://goucher.edu,Baltimore,MD
809,Hagerstown Community College,http://hagerstowncc.edu,Hagerstown,MD
810,Harford Community College,http://harford.edu,Bel Air,MD
811,Hood College,http://hood.edu,Frederick,MD
812,Howard Community College,http://howardcc.edu,Columbia,MD
813,Johns Hopkins Bloomberg School of Public Health,http://jhsph.edu,Baltimore,MD
814,Johns Hopkins University,http://jhu.edu,Baltimore,MD
815,Loyola University Maryland,http://loyola.edu,Baltimore,MD
816,Montgomery Blair High School,http://mbhs.edu,Silver Spring,MD
817,McDaniel College,http://mcdaniel.edu,Westminster,MD
818,Maryland Institute College of Art,http://mica.edu,Baltimore,MD
819,Montgomery College,http://montgomerycollege.edu,Montgomery County,MD
820,Mount Saint Mary's University,http://msmary.edu,Emmitsburg,MD
821,Maryland University of Integrative Health,http://muih.edu,Laurel,MD
822,Prince George's Community College,http://pgcc.edu,Largo,MD
823,Salisbury University,http://salisbury.edu,Salisbury,MD
824,Sojourner-Douglass College,http://sdc.edu,Baltimore,MD
825,Saint Mary's College of Maryland,http://smcm.edu,Saint Mary's City,MD
826,Saint James School,http://stjames.edu,Hagerstown,MD
827,Towson University,http://towson.edu,Towson,MD
828,University of Baltimore,http://ubalt.edu,Baltimore,MD
829,University of Maryland,http://umaryland.edu,Baltimore,MD
830,University of Maryland Baltimore County,http://umbc.edu,Baltimore,MD
831,University of Maryland,http://umd.edu,College Park,MD
832,University of Maryland University College,http://umuc.edu,Adelphi,MD
833,University System of Maryland,http://usmd.edu,Adelphi,MD
834,United States Naval Academy,http://usna.edu,Annapolis,MD
835,Washington College,http://washcoll.edu,Chestertown,MD
836,Wor-Wic Community College,http://worwic.edu,Salisbury,MD
837,Saint John's College,http://sjc.edu,Annapolis,MD
838,Bates College,http://bates.edu,Lewiston,ME
839,Bowdoin College,http://bowdoin.edu,Brunswick,ME
840,Central Maine Community College,http://cmcc.edu,Auburn,ME
841,College of the Atlantic,http://coa.edu,Bar Harbor,ME
842,Colby College,http://colby.edu,Waterville,ME
843,Husson University,http://husson.edu,Bangor,ME
844,Maine Maritime Academy,http://mainemaritime.edu,Castine,ME
845,Northern Maine Community College,http://nmcc.edu,Presque Isle,ME
846,Saint Joseph's College,http://sjcme.edu,Standish,ME
847,Southern Maine Community College,http://smccme.edu,South Portland,ME
848,University of Maine,http://umaine.edu,Orono,ME
849,University of Maine Fort Kent,http://umfk.edu,Fort Kent,ME
850,University of Maine at Presque Isle,http://umpi.edu,Presque Isle,ME
851,University of New England,http://une.edu,Biddeford,ME
852,Unity College,http://unity.edu,Unity,ME
853,York County Community College,http://yccc.edu,Wells,ME
854,University of Main at Augusta,http://uma.edu,Augusta,ME
855,Adrian College,http://adrian.edu,Adrian,MI
856,Albion College,http://albion.edu,Albion,MI
857,Alma College,http://alma.edu,Alma,MI
858,Alpena Community College,http://alpenacc.edu,Alpena,MI
859,Andrews University,http://andrews.edu,Berrien Springs,MI
860,Aquinas College,http://aquinas.edu,Grand Rapids,MI
861,Baker College,http://baker.edu,(multiple locations),MI
862,Bay College,http://baycollege.edu,Escanaba,MI
863,Calvin College,http://calvin.edu,Grand Rapids,MI
864,Central Michigan University,http://cmich.edu,Mount Pleasant,MI
865,College for Creative Studies,http://collegeforcreativestudies.edu,Detroit,MI
866,Cornerstone University,http://cornerstone.edu,Grand Rapids,MI
867,Davenport University,http://davenport.edu,Grand Rapids,MI
868,Delta College,http://delta.edu,University Center,MI
869,Douglas J. Aveda Institute,http://douglasj.edu,Ann Arbor,MI
870,Eastern Michigan University,http://emich.edu,Ypsilanti,MI
871,Ferris State University,http://ferris.edu,Big Rapids,MI
872,Finlandia University,http://finlandia.edu,Hancock,MI
873,Grand Rapids Community College,http://grcc.edu,Grand Rapids,MI
874,Grand Valley State University,http://gvsu.edu,Allendale,MI
875,Henry Ford College,http://hfcc.edu,Dearborn,MI
876,Hillsdale College,http://hillsdale.edu,Hillsdale,MI
877,Hope College,http://hope.edu,Holland,MI
878,Jackson College,http://jccmi.edu,Jackson,MI
879,Kettering University,http://kettering.edu,Flint,MI
880,Kalamazoo Valley Community College,http://kvcc.edu,Kalamazoo,MI
881,Kalamazoo College,http://kzoo.edu,Kalamazoo,MI
882,Lake Michigan College,http://lakemichigancollege.edu,Benton Harbor,MI
883,Lansing Community College,http://lcc.edu,Lansing,MI
884,Lake Superior State University,http://lssu.edu,Marietta,MI
885,Lawrence Technological University,http://ltu.edu,Southfield,MI
886,Macomb Community College,http://macomb.edu,Warren,MI
887,Marygrove College,http://marygrove.edu,Detroit,MI
888,Monroe County Community College,http://monroeccc.edu,Monroe,MI
889,Michigan State University,http://msu.edu,East Lansing,MI
890,Michigan Technological University,http://mtu.edu,Houghton,MI
891,Northwestern Michigan College,http://nmc.edu,Traverse City,MI
892,Northern Michigan University,http://nmu.edu,Marquette,MI
893,Oakland Univeristy,http://oakland.edu,Rochester,MI
894,Oakland Community College,http://oaklandcc.edu,Bloomfield Hills,MI
895,Saginaw Chippewa Tribal College,http://sagchip.edu,Mount Pleasant,MI
896,Saginaw Valley State University,http://svsu.edu,University Center,MI
897,University of Detroit Mercy,http://udmercy.edu,Detroit,MI
898,University of Michigan-Flint,http://umflint.edu,Flint Township,MI
899,University of Michigan,http://umich.edu,Ann Arbor,MI
900,Wayne State,http://wayne.edu,Detroit,MI
901,Washtenaw Community College,http://wccnet.edu,Ann Arbor,MI
902,Western Michigan University,http://wmich.edu,Kalamazoo,MI
903,Alexandria Technical & Community College,http://alextech.edu,Alexandria,MN
904,Anoka-Ramsey Community College,http://anokaramsey.edu,Cambridge,MN
905,Augsburg College,http://augsburg.edu,Minneapolis,MN
906,Bemidji State University,http://bemidjistate.edu,Bemidji,MN
907,Bethel University,http://bethel.edu,Saint Paul,MN
908,Carleton College,http://carleton.edu,Northfield,MN
909,Century College,http://century.edu,White Bear Lake,MN
910,Central Lakes College,http://clcmn.edu,Brainerd,MN
911,Concordia College,http://cord.edu,Moorhead,MN
912,Crown College,http://crown.edu,Saint Bonifacius,MN
913,"College of Saint Benedict, Saint John's University",http://csbsju.edu,Saint Joseph,MN
914,Concordia University Saint Paul,http://csp.edu,Saint Paul,MN
915,The College of Saint Scholastica,http://css.edu,Duluth,MN
916,Dakota County Technical College,http://dctc.edu,Rosemount,MN
917,Gustavus Adolphus College,http://gustavus.edu,Saint Peter,MN
918,Globe University,http://globeuniversity.edu,(multiple locations),MN
919,Hamline University,http://hamline.edu,Saint Paul,MN
920,Inver Hills Community College,http://inverhills.edu,Inver Grove Heights,MN
921,Institute of Production and Recording,http://ipr.edu,Minneapolis,MN
922,Leech Lake Tribal College,http://lltc.edu,Cass Lake,MN
923,Luther Seminary,http://luthersem.edu,Saint Paul,MN
924,Macalester College,http://macalester.edu,Saint Paul,MN
925,McNally Smith College of Music,http://mcnallysmith.edu,Saint Paul,MN
926,Mesabi Range College,http://mesabirange.edu,Eveleth,MN
927,Metropolitan State University,http://metrostate.edu,Saint Paul,MN
928,Minnesota State University Moorhead,http://mnstate.edu,Moorhead,MN
929,Minnesota State University Mankato,http://mnsu.edu,Mankato,MN
930,North Hennepin Community College,http://nhcc.edu,North Brooklyn Park,MN
931,Normandale Community College,http://normandale.edu,Bloomington,MN
932,Rasmussen College,http://rasmussen.edu,(multiple locations),MN
933,Ridgewater College,http://ridgewater.edu,Willmar,MN
934,Southwest Minnesota State University,http://smsu.edu,Marshall,MN
935,Saint Mary's University of Minnesota,http://smumn.edu,Winona,MN
936,South Central College,http://southcentral.edu,(multiple locations),MN
937,Saint Cloud State University,http://stcloudstate.edu,Saint Cloud,MN
938,Saint Olaf College,http://stolaf.edu,Northfield,MN
939,University of Saint Thomas,http://stthomas.edu,Saint Paul,MN
940,University of Minnesota,http://umn.edu,Minneapolis,MN
941,United Theological Seminary of the Twin Cities,http://unitedseminary.edu,New Brighton,MN
942,University of Northwestern Saint Paul,http://unwsp.edu,Saint Paul,MN
943,Walden University,http://waldenu.edu,Minneapolis,MN
944,Winona State Unviversity,http://winona.edu,Winona,MN
945,Assemblies of God Theological Seminary,http://agts.edu,Springfield,MO
946,Aquinas Institute of Theology,http://ai.edu,St. Louis,MO
947,A.T. Still University,http://atsu.edu,Kirksville,MO
948,Avila University,http://avila.edu,Kansas City,MO
949,Columbia College,http://ccis.edu,Columbia,MO
950,Central Methodist University,http://centralmethodist.edu,Fayette,MO
951,Crowder College,http://crowder.edu,Neosho,MO
